UNO_515122C0;2015/02/11 13:50:47;0;sampleID;MQ2;DHT22 Temp(C);DHT22 HR;MQ9;HCHO;Lowpulse;ratio;Concentration
UNO_515122C0;2015/02/11 16:08:08;244;244;0.14;24.30;28.50;0.14;1.92;0;0.00;0.62
UNO_515122C0;2015/02/11 16:08:39;245;245;0.14;24.30;28.50;0.14;1.93;33601;0.11;57.94
UNO_515122C0;2015/02/11 16:09:11;246;246;0.14;24.30;28.50;0.14;1.17;0;0.00;0.62
UNO_515122C0;2015/02/11 16:09:42;247;247;0.14;24.30;28.40;0.14;1.18;0;0.00;0.62
UNO_515122C0;2015/02/11 16:10:14;248;248;0.14;24.40;28.40;0.13;1.81;0;0.00;0.62
UNO_515122C0;2015/02/11 16:10:46;249;249;0.14;24.40;28.40;0.14;1.92;0;0.00;0.62
UNO_515122C0;2015/02/11 16:11:17;250;250;0.14;24.40;28.40;0.13;1.17;0;0.00;0.62
UNO_515122C0;2015/02/11 16:11:48;251;251;0.14;24.40;28.40;0.14;1.90;31092;0.10;54.23
UNO_515122C0;2015/02/11 16:12:20;252;252;0.14;24.40;28.40;0.14;1.89;0;0.00;0.62
UNO_515122C0;2015/02/11 16:12:51;253;253;0.14;24.40;28.40;0.14;1.17;0;0.00;0.62
UNO_515122C0;2015/02/11 16:13:23;254;254;0.14;24.40;28.40;0.14;1.93;0;0.00;0.62
UNO_515122C0;2015/02/11 16:13:54;255;255;0.14;24.40;28.40;0.14;1.18;0;0.00;0.62
UNO_515122C0;2015/02/11 16:14:25;256;256;0.14;24.40;28.50;0.14;1.69;197277;0.64;334.52
UNO_515122C0;2015/02/11 16:14:57;257;257;0.14;24.40;28.50;0.14;1.64;0;0.00;0.62
UNO_515122C0;2015/02/11 16:15:29;258;258;0.14;24.40;28.60;0.14;1.92;0;0.00;0.62
UNO_515122C0;2015/02/11 16:16:00;259;259;0.14;24.40;28.60;0.14;1.87;0;0.00;0.62
UNO_515122C0;2015/02/11 16:16:32;260;260;0.14;24.40;28.70;0.14;1.19;0;0.00;0.62
UNO_515122C0;2015/02/11 16:17:03;261;261;0.14;24.30;28.70;0.14;1.93;0;0.00;0.62
UNO_515122C0;2015/02/11 16:17:35;262;262;0.14;24.30;28.70;0.14;1.92;0;0.00;0.62
UNO_515122C0;2015/02/11 16:18:07;263;263;0.14;24.20;28.70;0.14;1.75;0;0.00;0.62
UNO_515122C0;2015/02/11 16:18:38;264;264;0.14;24.20;28.80;0.14;1.17;4262;0.01;7.82
UNO_515122C0;2015/02/11 16:19:09;265;265;0.14;24.20;28.90;0.14;1.25;27263;0.09;46.92
UNO_515122C0;2015/02/11 16:19:41;266;266;0.14;24.20;28.80;0.14;1.74;111898;0.36;187.88
UNO_515122C0;2015/02/11 16:20:12;267;267;0.14;24.10;29.00;0.13;1.92;0;0.00;0.62
UNO_515122C0;2015/02/11 16:20:44;268;268;0.14;24.10;29.00;0.13;1.23;0;0.00;0.62
UNO_515122C0;2015/02/11 16:21:15;269;269;0.14;24.10;28.90;0.12;1.90;0;0.00;0.62
UNO_515122C0;2015/02/11 16:21:47;270;270;0.14;24.10;28.90;0.12;1.21;0;0.00;0.62
UNO_515122C0;2015/02/11 16:22:19;271;271;0.13;24.10;28.80;0.14;1.16;0;0.00;0.62
UNO_515122C0;2015/02/11 16:22:50;272;272;0.14;24.10;28.80;0.14;1.28;0;0.00;0.62
UNO_515122C0;2015/02/11 16:23:22;273;273;0.14;24.00;28.80;0.13;1.15;0;0.00;0.62
UNO_515122C0;2015/02/11 16:23:53;274;274;0.13;24.10;28.90;0.13;1.31;0;0.00;0.62
UNO_515122C0;2015/02/11 16:24:25;275;275;0.13;24.00;28.80;0.13;1.25;0;0.00;0.62
UNO_515122C0;2015/02/11 16:24:57;276;276;0.13;24.00;28.90;0.13;1.44;0;0.00;0.62
UNO_515122C0;2015/02/11 16:25:28;277;277;0.13;24.00;28.90;0.11;1.91;0;0.00;0.62
UNO_515122C0;2015/02/11 16:26:00;278;278;0.13;24.00;28.90;0.12;1.79;160312;0.52;270.00
UNO_515122C0;2015/02/11 16:26:30;279;279;0.13;24.00;28.90;0.12;1.44;40441;0.13;70.22
UNO_515122C0;2015/02/11 16:27:02;280;280;0.13;23.90;28.90;0.12;1.77;0;0.00;0.62
UNO_515122C0;2015/02/11 16:27:34;281;281;0.13;23.90;29.00;0.13;1.94;0;0.00;0.62
UNO_515122C0;2015/02/11 16:28:05;282;282;0.13;23.90;29.00;0.12;1.59;109957;0.36;185.27
UNO_515122C0;2015/02/11 16:28:37;283;283;0.13;23.90;29.00;0.12;1.93;42171;0.14;71.18
UNO_515122C0;2015/02/11 16:29:08;284;284;0.13;23.90;29.10;0.12;1.17;0;0.00;0.62
UNO_515122C0;2015/02/11 16:29:40;285;285;0.13;23.90;29.10;0.12;1.92;0;0.00;0.62
UNO_515122C0;2015/02/11 16:30:11;286;286;0.13;23.90;29.10;0.13;1.43;0;0.00;0.62
UNO_515122C0;2015/02/11 16:30:43;287;287;0.13;23.90;29.10;0.13;1.17;0;0.00;0.62
UNO_515122C0;2015/02/11 16:31:14;288;288;0.13;23.90;29.10;0.12;1.17;108509;0.35;182.33
UNO_515122C0;2015/02/11 16:31:46;289;289;0.13;23.90;29.10;0.13;1.30;0;0.00;0.62
UNO_515122C0;2015/02/11 16:32:18;290;290;0.13;23.90;29.10;0.12;1.92;0;0.00;0.62
UNO_515122C0;2015/02/11 16:32:49;291;291;0.13;23.90;29.10;0.13;1.29;169828;0.55;287.74
UNO_515122C0;2015/02/11 16:33:19;292;292;0.13;23.90;29.10;0.13;1.17;30023;0.10;52.40
UNO_515122C0;2015/02/11 16:33:51;293;293;0.13;24.00;29.10;0.13;1.80;0;0.00;0.62
UNO_515122C0;2015/02/11 16:34:23;294;294;0.13;24.00;29.10;0.12;1.23;122941;0.40;206.10
UNO_515122C0;2015/02/11 16:34:54;295;295;0.13;24.00;29.10;0.12;1.82;0;0.00;0.62
UNO_515122C0;2015/02/11 16:35:26;296;296;0.13;24.00;29.00;0.13;1.16;0;0.00;0.62
UNO_515122C0;2015/02/11 16:35:57;297;297;0.13;24.00;29.00;0.12;1.89;0;0.00;0.62
UNO_515122C0;2015/02/11 16:36:29;298;298;0.13;24.00;29.00;0.12;1.47;0;0.00;0.62
UNO_515122C0;2015/02/11 16:37:01;299;299;0.13;24.10;29.00;0.12;1.91;0;0.00;0.62
UNO_515122C0;2015/02/11 16:37:31;300;300;0.13;24.10;29.00;0.13;1.77;23678;0.08;41.59
UNO_515122C0;2015/02/11 16:38:02;301;301;0.13;24.10;29.00;0.12;1.92;66174;0.22;113.61
UNO_515122C0;2015/02/11 16:38:34;302;302;0.13;24.10;28.90;0.13;1.16;0;0.00;0.62
UNO_515122C0;2015/02/11 16:39:05;303;303;0.13;24.10;29.00;0.13;1.20;0;0.00;0.62
UNO_515122C0;2015/02/11 16:39:37;304;304;0.13;24.10;29.00;0.12;1.63;0;0.00;0.62
UNO_515122C0;2015/02/11 16:40:09;305;305;0.13;24.10;28.90;0.12;1.78;0;0.00;0.62
UNO_515122C0;2015/02/11 16:40:40;306;306;0.13;24.10;28.90;0.13;1.24;0;0.00;0.62
UNO_515122C0;2015/02/11 16:41:11;307;307;0.13;24.10;28.90;0.13;1.16;42582;0.14;72.61
UNO_515122C0;2015/02/11 16:41:43;308;308;0.13;24.10;28.90;0.13;1.24;0;0.00;0.62
UNO_515122C0;2015/02/11 16:42:15;309;309;0.13;24.10;28.90;0.12;1.17;0;0.00;0.62
UNO_515122C0;2015/02/11 16:42:46;310;310;0.13;24.10;28.90;0.12;1.15;0;0.00;0.62
UNO_515122C0;2015/02/11 16:43:18;311;311;0.13;24.10;28.90;0.12;1.83;201095;0.65;338.89
UNO_515122C0;2015/02/11 16:43:49;312;312;0.13;24.10;28.90;0.13;1.27;0;0.00;0.62
UNO_515122C0;2015/02/11 16:44:21;313;313;0.13;24.20;28.90;0.12;1.45;0;0.00;0.62
UNO_515122C0;2015/02/11 16:44:52;314;314;0.13;24.20;28.80;0.12;1.16;0;0.00;0.62
UNO_515122C0;2015/02/11 16:45:24;315;315;0.13;24.20;28.80;0.12;1.56;0;0.00;0.62
UNO_515122C0;2015/02/11 16:45:55;316;316;0.13;24.20;28.80;0.12;1.76;0;0.00;0.62
UNO_515122C0;2015/02/11 16:46:27;317;317;0.13;24.20;28.80;0.13;1.71;0;0.00;0.62
UNO_515122C0;2015/02/11 16:46:59;318;318;0.13;24.20;28.70;0.12;1.17;0;0.00;0.62
UNO_515122C0;2015/02/11 16:47:30;319;319;0.13;24.20;28.80;0.13;1.80;0;0.00;0.62
UNO_515122C0;2015/02/11 16:48:02;320;320;0.13;24.20;28.80;0.13;1.33;0;0.00;0.62
UNO_515122C0;2015/02/11 16:48:33;321;321;0.13;24.20;28.80;0.13;1.75;0;0.00;0.62
UNO_515122C0;2015/02/11 16:49:05;322;322;0.13;24.20;28.80;0.13;1.24;0;0.00;0.62
UNO_515122C0;2015/02/11 16:49:37;323;323;0.13;24.20;28.90;0.12;1.27;0;0.00;0.62
UNO_515122C0;2015/02/11 16:50:08;324;324;0.13;24.20;28.90;0.13;1.26;0;0.00;0.62
UNO_515122C0;2015/02/11 16:50:40;325;325;0.13;24.20;28.90;0.12;1.37;0;0.00;0.62
UNO_515122C0;2015/02/11 16:51:11;326;326;0.13;24.20;28.90;0.13;1.91;0;0.00;0.62
UNO_515122C0;2015/02/11 16:51:43;327;327;0.13;24.20;28.90;0.13;1.30;0;0.00;0.62
UNO_515122C0;2015/02/11 16:52:14;328;328;0.13;24.20;28.90;0.13;1.55;44326;0.15;77.36
UNO_515122C0;2015/02/11 16:52:45;329;329;0.13;24.10;28.90;0.12;1.92;0;0.00;0.62
UNO_515122C0;2015/02/11 16:53:17;330;330;0.13;24.10;29.00;0.12;1.16;0;0.00;0.62
UNO_515122C0;2015/02/11 16:53:48;331;331;0.13;24.20;28.90;0.12;1.90;0;0.00;0.62
UNO_515122C0;2015/02/11 16:54:20;332;332;0.13;24.20;28.90;0.12;1.46;0;0.00;0.62
UNO_515122C0;2015/02/11 16:54:51;333;333;0.13;24.20;28.90;0.12;1.16;79043;0.26;134.43
UNO_515122C0;2015/02/11 16:55:23;334;334;0.13;24.10;28.90;0.13;1.73;0;0.00;0.62
UNO_515122C0;2015/02/11 16:55:54;335;335;0.13;24.10;28.90;0.12;1.89;0;0.00;0.62
UNO_515122C0;2015/02/11 16:56:26;336;336;0.13;24.10;29.00;0.13;1.92;0;0.00;0.62
UNO_515122C0;2015/02/11 16:56:58;337;337;0.13;24.10;29.00;0.12;1.88;0;0.00;0.62
UNO_515122C0;2015/02/11 16:57:29;338;338;0.13;24.10;29.00;0.12;1.17;0;0.00;0.62
UNO_515122C0;2015/02/11 16:58:01;339;339;0.13;24.10;29.00;0.14;1.28;0;0.00;0.62
UNO_515122C0;2015/02/11 16:58:32;340;340;0.13;24.00;29.00;0.13;1.92;0;0.00;0.62
UNO_515122C0;2015/02/11 16:59:04;341;341;0.13;24.00;29.10;0.12;1.69;0;0.00;0.62
UNO_515122C0;2015/02/11 16:59:36;342;342;0.13;24.00;29.10;0.13;1.66;0;0.00;0.62
UNO_515122C0;2015/02/11 17:00:07;343;343;0.13;24.00;29.10;0.13;1.23;73806;0.24;126.29
UNO_515122C0;2015/02/11 17:00:38;344;344;0.13;24.00;29.20;0.13;1.22;0;0.00;0.62
UNO_515122C0;2015/02/11 17:01:09;345;345;0.13;24.00;29.20;0.13;1.86;25040;0.08;43.93
UNO_515122C0;2015/02/11 17:01:40;346;346;0.13;23.90;29.20;0.13;1.92;0;0.00;0.62
UNO_515122C0;2015/02/11 17:02:12;347;347;0.13;23.90;29.30;0.12;1.46;0;0.00;0.62
UNO_515122C0;2015/02/11 17:02:44;348;348;0.13;23.90;29.30;0.12;1.17;0;0.00;0.62
UNO_515122C0;2015/02/11 17:03:15;349;349;0.13;23.90;29.30;0.12;1.91;0;0.00;0.62
UNO_515122C0;2015/02/11 17:03:47;350;350;0.13;23.90;29.40;0.13;1.21;0;0.00;0.62
UNO_515122C0;2015/02/11 17:04:18;351;351;0.13;23.80;29.30;0.12;1.88;0;0.00;0.62
UNO_515122C0;2015/02/11 17:04:50;352;352;0.13;23.80;29.40;0.13;1.44;98571;0.32;165.96
UNO_515122C0;2015/02/11 17:05:21;353;353;0.13;23.80;29.40;0.13;1.76;73081;0.24;126.49
UNO_515122C0;2015/02/11 17:05:51;354;354;0.13;23.80;29.40;0.13;1.30;12686;0.04;22.52
UNO_515122C0;2015/02/11 17:06:22;355;355;0.13;23.80;29.50;0.13;1.27;125512;0.41;213.59
UNO_515122C0;2015/02/11 17:06:54;356;356;0.13;23.80;29.70;0.13;1.93;42984;0.14;72.55
UNO_515122C0;2015/02/11 17:07:25;357;357;0.13;23.80;29.70;0.11;1.86;0;0.00;0.62
UNO_515122C0;2015/02/11 17:07:57;358;358;0.13;23.80;29.60;0.12;1.93;0;0.00;0.62
UNO_515122C0;2015/02/11 17:08:29;359;359;0.13;23.80;29.60;0.13;1.17;0;0.00;0.62
UNO_515122C0;2015/02/11 17:09:00;360;360;0.13;23.80;29.60;0.12;1.89;34517;0.11;59.73
UNO_515122C0;2015/02/11 17:09:31;361;361;0.13;23.80;29.70;0.14;1.44;0;0.00;0.62
UNO_515122C0;2015/02/11 17:10:02;362;362;0.13;23.80;29.70;0.12;1.21;27255;0.09;46.82
UNO_515122C0;2015/02/11 17:10:34;363;363;0.14;23.80;29.90;0.12;1.89;0;0.00;0.62
UNO_515122C0;2015/02/11 17:11:05;364;364;0.14;23.80;29.80;0.12;1.52;0;0.00;0.62
UNO_515122C0;2015/02/11 17:11:37;365;365;0.14;23.90;29.80;0.12;1.16;0;0.00;0.62
UNO_515122C0;2015/02/11 17:12:09;366;366;0.14;23.80;29.60;0.12;1.93;0;0.00;0.62
UNO_515122C0;2015/02/11 17:12:40;367;367;0.14;23.80;29.50;0.12;1.16;0;0.00;0.62
UNO_515122C0;2015/02/11 17:13:12;368;368;0.14;23.80;29.70;0.12;1.27;0;0.00;0.62
UNO_515122C0;2015/02/11 17:13:43;369;369;0.13;23.80;29.50;0.14;1.16;0;0.00;0.62
UNO_515122C0;2015/02/11 17:14:15;370;370;0.13;23.80;29.60;0.12;1.70;0;0.00;0.62
UNO_515122C0;2015/02/11 17:14:47;371;371;0.13;23.80;29.60;0.13;1.87;0;0.00;0.62
UNO_515122C0;2015/02/11 17:15:18;372;372;0.13;23.80;29.80;0.12;1.88;0;0.00;0.62
UNO_515122C0;2015/02/11 17:15:50;373;373;0.13;23.70;29.80;0.12;1.88;0;0.00;0.62
UNO_515122C0;2015/02/11 17:16:21;374;374;0.13;23.80;29.70;0.12;1.90;63125;0.20;107.03
UNO_515122C0;2015/02/11 17:16:53;375;375;0.13;23.70;29.80;0.12;1.94;0;0.00;0.62
UNO_515122C0;2015/02/11 17:54:51;0;sampleID;MQ2;DHT22 Temp(C);DHT22 HR;MQ9;HCHO;Lowpulse;ratio;Concentration
UNO_515122C0;2015/02/11 17:55:21;1;1;0.11;20.60;27.50;0.29;1.81;1319562;4.37;2290.26
UNO_515122C0;2015/02/11 17:55:52;2;2;0.10;20.50;27.50;0.23;1.74;1125718;3.74;1947.50
UNO_515122C0;2015/02/11 17:56:22;3;3;0.09;20.70;27.80;0.24;1.10;1478596;4.93;2601.43
UNO_515122C0;2015/02/11 17:56:53;4;4;0.09;20.80;27.40;0.19;1.07;2184997;7.27;4004.39
UNO_515122C0;2015/02/11 17:57:24;5;5;0.08;20.90;27.10;0.21;1.81;2357607;7.76;4323.97
UNO_515122C0;2015/02/11 17:57:55;6;6;0.08;21.00;27.10;0.18;2.12;1415552;4.59;2413.97
UNO_515122C0;2015/02/11 17:58:27;7;7;0.08;21.10;26.90;0.15;1.70;2653208;8.52;4834.72
UNO_515122C0;2015/02/11 17:58:58;8;8;0.08;21.20;26.20;0.15;1.94;1255637;4.09;2139.27
UNO_515122C0;2015/02/11 17:59:29;9;9;0.08;21.20;26.00;0.14;2.06;2266692;7.46;4128.14
UNO_515122C0;2015/02/11 18:00:00;10;10;0.08;21.30;25.90;0.14;1.93;1676497;5.54;2949.89
UNO_515122C0;2015/02/11 18:00:31;11;11;0.08;21.30;26.00;0.16;1.36;734039;2.43;1255.03
UNO_515122C0;2015/02/11 18:01:02;12;12;0.07;21.40;25.90;0.13;1.99;560017;1.84;949.90
UNO_515122C0;2015/02/11 18:01:33;13;13;0.07;21.50;25.80;0.12;1.62;312812;1.01;523.76
UNO_515122C0;2015/02/11 18:02:04;14;14;0.07;21.50;25.80;0.15;1.30;1992635;6.52;3535.00
UNO_515122C0;2015/02/11 18:02:36;15;15;0.07;21.50;25.40;0.13;1.90;456683;1.46;757.24
UNO_515122C0;2015/02/11 18:03:07;16;16;0.07;21.60;25.70;0.12;1.90;260065;0.85;442.13
UNO_515122C0;2015/02/11 18:03:38;17;17;0.07;21.60;25.40;0.11;0.97;2393661;7.93;4432.20
UNO_515122C0;2015/02/11 18:04:09;18;18;0.07;21.70;25.40;0.11;0.88;1630430;5.36;2845.76
UNO_515122C0;2015/02/11 18:04:40;19;19;0.07;21.70;25.20;0.12;1.07;1450450;4.79;2524.93
UNO_515122C0;2015/02/11 18:05:10;20;20;0.07;21.80;25.30;0.11;1.60;1644244;5.43;2888.88
UNO_515122C0;2015/02/11 18:05:42;21;21;0.07;21.80;25.40;0.12;2.28;1518592;4.93;2605.57
UNO_515122C0;2015/02/11 18:06:13;22;22;0.07;21.90;25.20;0.13;2.00;152035;0.50;260.84
UNO_515122C0;2015/02/11 18:06:44;23;23;0.07;21.80;24.80;0.10;0.95;2262925;7.30;4021.58
UNO_515122C0;2015/02/11 18:07:15;24;24;0.07;21.90;24.90;0.12;2.19;4175384;13.54;9070.55
UNO_515122C0;2015/02/11 18:07:47;25;25;0.07;21.90;24.80;0.10;1.90;1454265;4.70;2474.70
UNO_515122C0;2015/02/11 18:08:18;26;26;0.07;22.00;24.90;0.11;1.01;2413260;8.02;4497.17
UNO_515122C0;2015/02/11 18:08:49;27;27;0.07;22.00;24.70;0.10;1.19;2485638;8.05;4511.13
UNO_515122C0;2015/02/11 18:09:20;28;28;0.07;22.00;24.50;0.10;0.98;2385546;7.89;4405.25
UNO_515122C0;2015/02/11 18:09:51;29;29;0.07;22.00;24.70;0.10;2.12;845669;2.79;1447.60
UNO_515122C0;2015/02/11 18:10:21;30;30;0.07;22.00;24.70;0.10;1.64;1547713;5.11;2702.69
UNO_515122C0;2015/02/11 18:10:52;31;31;0.07;22.10;25.00;0.10;1.66;2000659;6.61;3589.90
UNO_515122C0;2015/02/11 18:11:23;32;32;0.07;22.10;24.70;0.10;0.95;2892379;9.53;5562.06
UNO_515122C0;2015/02/11 18:11:55;33;33;0.08;22.10;25.30;0.10;1.00;1814375;5.82;3115.25
UNO_515122C0;2015/02/11 18:12:26;34;34;0.08;22.10;25.10;0.09;1.99;324375;1.07;554.43
UNO_515122C0;2015/02/11 18:12:57;35;35;0.08;22.10;25.40;0.10;1.99;1496651;4.88;2575.03
UNO_515122C0;2015/02/11 18:14:21;0;sampleID;MQ2;DHT22 Temp(C);DHT22 HR;MQ9;HCHO;Lowpulse;ratio;Concentration
UNO_515122C0;2015/02/11 18:14:53;1;1;0.08;22.30;26.10;0.09;1.42;1171513;3.76;1959.68
UNO_515122C0;2015/02/11 18:15:25;2;2;0.08;22.30;26.10;0.10;2.10;250066;0.81;417.81
UNO_515122C0;2015/02/11 18:15:55;3;3;0.08;22.30;26.30;0.09;1.45;594129;1.97;1017.06
UNO_515122C0;2015/02/11 18:16:26;4;4;0.08;22.40;26.20;0.09;1.84;877711;2.87;1487.29
UNO_515122C0;2015/02/11 18:16:57;5;5;0.08;22.30;26.20;0.10;1.98;1143422;3.80;1982.45
UNO_515122C0;2015/02/11 18:17:29;6;6;0.08;22.40;26.20;0.09;1.59;2352936;7.59;4208.12
UNO_515122C0;2015/02/11 18:18:00;7;7;0.08;22.50;26.10;0.09;1.30;2235681;7.34;4049.52
UNO_515122C0;2015/02/11 18:18:31;8;8;0.08;22.50;26.70;0.09;1.87;534769;1.73;896.15
UNO_515122C0;2015/02/11 18:19:02;9;9;0.08;22.50;26.80;0.09;1.06;2427273;8.04;4505.14
UNO_515122C0;2015/02/11 18:19:33;10;10;0.08;22.60;26.50;0.09;1.07;1014557;3.28;1704.41
UNO_515122C0;2015/02/11 18:20:05;11;11;0.08;22.60;26.80;0.09;2.23;1030959;3.35;1743.06
UNO_515122C0;2015/02/11 18:20:36;12;12;0.08;22.60;26.90;0.09;1.03;1093928;3.58;1863.03
UNO_515122C0;2015/02/11 18:21:07;13;13;0.08;22.60;26.30;0.09;1.80;1025433;3.36;1747.05
UNO_515122C0;2015/02/11 18:21:37;14;14;0.08;22.60;26.20;0.09;1.88;1897667;6.29;3394.39
UNO_515122C0;2015/02/11 18:22:08;15;15;0.08;22.60;26.10;0.09;1.49;3008790;9.94;5875.93
UNO_515122C0;2015/02/11 18:22:39;16;16;0.08;22.60;26.40;0.09;1.18;4364745;14.51;10105.10
UNO_515122C0;2015/02/11 18:23:10;17;17;0.08;22.70;26.20;0.09;2.11;1974409;6.37;3443.20
UNO_515122C0;2015/02/11 18:23:42;18;18;0.08;22.60;25.00;0.10;0.93;1588343;5.16;2731.28
UNO_515122C0;2015/02/11 18:24:13;19;19;0.08;22.60;25.00;0.09;0.97;694721;2.23;1154.84
UNO_515122C0;2015/02/11 18:24:44;20;20;0.08;22.60;24.90;0.09;1.32;852268;2.84;1470.55
UNO_515122C0;2015/02/11 18:25:15;21;21;0.08;22.60;25.30;0.08;1.57;1487412;4.86;2562.93
UNO_515122C0;2015/02/11 18:25:46;22;22;0.08;22.60;25.20;0.08;2.17;1033888;3.34;1738.35
UNO_515122C0;2015/02/11 18:26:17;23;23;0.08;22.50;25.20;0.08;0.92;682787;2.27;1173.82
UNO_515122C0;2015/02/11 18:26:48;24;24;0.08;22.50;25.30;0.08;2.13;566760;1.85;955.82
UNO_515122C0;2015/02/11 18:27:19;25;25;0.08;22.50;25.40;0.09;1.05;404017;1.34;693.74
UNO_515122C0;2015/02/11 18:27:50;26;26;0.08;22.50;25.80;0.09;1.39;50404;0.16;85.78
UNO_515122C0;2015/02/11 18:28:21;27;27;0.08;22.50;25.80;0.08;1.94;653248;2.13;1100.46
UNO_515122C0;2015/02/11 18:28:52;28;28;0.08;22.50;25.60;0.08;1.69;337818;1.11;576.34
UNO_515122C0;2015/02/11 18:29:24;29;29;0.08;22.50;25.60;0.08;0.96;87023;0.28;145.81
UNO_515122C0;2015/02/11 18:29:55;30;30;0.08;22.50;25.60;0.09;1.40;56445;0.18;95.60
UNO_515122C0;2015/02/11 18:30:26;31;31;0.08;22.50;25.60;0.08;1.88;147078;0.48;251.67
UNO_515122C0;2015/02/11 18:30:57;32;32;0.08;22.50;25.60;0.08;0.94;26077;0.09;45.17
UNO_515122C0;2015/02/11 18:31:28;33;33;0.08;22.50;25.60;0.08;1.07;183411;0.61;316.44
UNO_515122C0;2015/02/11 18:31:59;34;34;0.08;22.50;25.60;0.08;1.90;316863;1.02;530.22
UNO_515122C0;2015/02/11 18:32:30;35;35;0.08;22.40;25.50;0.08;1.20;133580;0.44;230.63
UNO_515122C0;2015/02/11 18:33:01;36;36;0.08;22.40;25.60;0.08;1.08;271032;0.88;454.37
UNO_515122C0;2015/02/11 18:33:32;37;37;0.07;22.30;25.60;0.08;1.62;81610;0.27;140.00
UNO_515122C0;2015/02/11 18:34:04;38;38;0.08;22.30;25.60;0.08;2.07;98004;0.32;164.27
UNO_515122C0;2015/02/11 18:34:35;39;39;0.07;22.30;25.60;0.08;1.27;766999;2.53;1311.33
UNO_515122C0;2015/02/11 18:35:06;40;40;0.07;22.30;25.60;0.08;0.90;702185;2.26;1171.08
UNO_515122C0;2015/02/11 18:35:37;41;41;0.07;22.30;25.70;0.08;1.08;773792;2.56;1326.09
UNO_515122C0;2015/02/11 18:36:09;42;42;0.08;22.30;25.80;0.08;1.14;977192;3.15;1636.48
UNO_515122C0;2015/02/11 18:36:39;43;43;0.07;22.30;25.70;0.08;1.02;717896;2.39;1238.29
UNO_515122C0;2015/02/11 18:37:11;44;44;0.08;22.30;25.70;0.08;1.79;228911;0.73;381.10
UNO_515122C0;2015/02/11 18:37:41;45;45;0.07;22.30;25.70;0.08;2.09;553434;1.84;952.07
UNO_515122C0;2015/02/11 18:38:12;46;46;0.08;22.30;25.70;0.08;1.58;26090;0.09;45.32
UNO_515122C0;2015/02/11 18:38:44;47;47;0.07;22.30;25.70;0.07;2.12;361045;1.16;599.97
UNO_515122C0;2015/02/11 18:39:15;48;48;0.07;22.30;25.70;0.08;1.77;120340;0.40;208.15
UNO_515122C0;2015/02/11 18:39:45;49;49;0.07;22.30;25.70;0.08;0.96;740325;2.46;1272.37
UNO_515122C0;2015/02/11 18:40:17;50;50;0.08;22.30;25.70;0.08;1.24;1424795;4.63;2435.36
UNO_515122C0;2015/02/11 18:40:48;51;51;0.08;22.30;25.70;0.09;1.74;615674;2.02;1044.44
UNO_515122C0;2015/02/11 18:41:19;52;52;0.08;22.30;25.70;0.08;2.08;1015097;3.28;1705.62
UNO_515122C0;2015/02/11 18:41:50;53;53;0.08;22.30;25.70;0.08;0.90;1331610;4.34;2278.27
UNO_515122C0;2015/02/11 18:42:21;54;54;0.07;22.30;25.60;0.08;1.01;1012013;3.30;1716.72
UNO_515122C0;2015/02/11 18:42:53;55;55;0.07;22.20;25.60;0.08;1.49;859293;2.76;1429.76
UNO_515122C0;2015/02/11 18:43:24;56;56;0.08;22.20;25.60;0.08;1.87;1323154;4.36;2284.12
UNO_515122C0;2015/02/11 18:43:55;57;57;0.07;22.30;25.80;0.07;1.04;519086;1.72;889.98
UNO_515122C0;2015/02/11 18:44:26;58;58;0.07;22.20;25.80;0.07;2.09;1311371;4.27;2235.57
UNO_515122C0;2015/02/11 18:44:57;59;59;0.08;22.20;25.60;0.07;2.04;604912;1.98;1022.69
UNO_515122C0;2015/02/11 18:45:28;60;60;0.07;22.10;25.60;0.07;2.06;427317;1.39;719.97
UNO_515122C0;2015/02/11 18:45:59;61;61;0.07;22.10;25.60;0.07;2.05;1145627;3.77;1964.62
UNO_515122C0;2015/02/11 18:46:30;62;62;0.07;22.10;25.60;0.07;0.89;166813;0.55;285.14
UNO_515122C0;2015/02/11 18:47:02;63;63;0.08;22.10;25.60;0.07;1.21;652900;2.11;1091.59
UNO_515122C0;2015/02/11 18:47:33;64;64;0.07;22.10;25.60;0.07;1.67;377765;1.24;639.12
UNO_515122C0;2015/02/11 18:48:04;65;65;0.07;22.20;25.70;0.07;1.25;239265;0.78;403.91
UNO_515122C0;2015/02/11 18:48:35;66;66;0.07;22.20;25.70;0.07;2.02;800999;2.65;1371.51
UNO_515122C0;2015/02/11 18:49:06;67;67;0.07;22.20;25.60;0.07;0.89;1186493;3.87;2019.91
UNO_515122C0;2015/02/11 18:49:37;68;68;0.07;22.10;25.50;0.07;1.21;215633;0.71;367.21
UNO_515122C0;2015/02/11 18:50:08;69;69;0.07;22.10;25.50;0.07;1.99;762723;2.52;1302.57
UNO_515122C0;2015/02/11 18:50:39;70;70;0.07;22.10;25.50;0.09;1.12;735045;2.38;1230.41
UNO_515122C0;2015/02/11 18:51:10;71;71;0.07;22.10;25.50;0.08;2.13;1202073;3.99;2086.32
UNO_515122C0;2015/02/11 18:51:41;72;72;0.07;22.10;25.50;0.08;0.90;791712;2.59;1340.33
UNO_515122C0;2015/02/11 18:52:12;73;73;0.07;22.10;25.40;0.07;0.88;436636;1.43;739.21
UNO_515122C0;2015/02/11 18:52:43;74;74;0.07;22.10;25.40;0.07;2.16;971967;3.22;1674.63
